INFOMAKER_LINK                
IDENTITY,DESCRIPTION,LIBRARY,REPORT,USER_LIBRARY,VALID_ROUTINE,COPIES,PREVIEW,GROUP_ID,MODIFIABLE,MODIFIED_ON,MODIFIED_BY,REMOVEFLAG,NAME
"R_AUDIT_DATA_COMPOSITE","SampleManager report to display the transaction,event and data details from the audit tables for a particular data item.","smrpt.pbl","r_audit_data_composite",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Audit Data Composite"
"R_AUDIT_EVENT","SampleManager report body for a particular audit event identity","smrpt.pbl","r_audit_event",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Audit Event"
"R_AUDIT_EVENT_COMPOSITE","SampleManager report to display the transaction,event and data details from the audit tables for a selected event.","smrpt.pbl","r_audit_event_composite",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Audit Event Composite"
"R_AUDIT_TRANSACTION","SampleManager main part of the Audit transaction report. Event details and field details are generated in this report","smrpt.pbl","r_audit_transaction",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Audit Transaction"
"R_AUDIT_TRANSACTION_COMPOSITE","SampleManager report to display the transaction,event and data details from the audit tables for all events on the transaction.","smrpt.pbl","r_audit_transaction_composite",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Audit Transaction Composite"
"R_BACKLOG_ALL","SampleManager report to display a summary of backlog samples for all groups and analyses","smrpt.pbl","r_backlog_all",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Backlog All"
"R_BACKLOG_ALL_SAMPLES","SampleManager report to display details of backlog tests for all groups and analyses","smrpt.pbl","r_backlog_all_samples",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Backlog All Samples"
"R_BACKLOG_ANALYSES","SampleManager report to display a summary of backlog samples for a particular analysis","smrpt.pbl","r_backlog_analyses",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Backlog Analyses"
"R_BACKLOG_ANALYSES_GROUP","SampleManager report to display a summary of backlog samples for a particular group and analysis","smrpt.pbl","r_backlog_analyses_group",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Backlog Analyses Group"
"R_BACKLOG_GROUP_ANALYSES","SampleManager report to display a summary of backlog samples for a particular group","smrpt.pbl","r_backlog_group_analyses",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Backlog Group Analyses"
"R_BACKLOG_GROUP_SAMPLES","SampleManager report to display backlog test details for a particular group","smrpt.pbl","r_backlog_group_samples",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Backlog Group Samples"
"R_BACKLOG_REPORT_ALL","SampleManager composite report to display details about backlog tests for all groups and analyses","smrpt.pbl","r_backlog_report_all",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Backlog Report All"
"R_BACKLOG_REPORT_G","SampleManager composite report to display a details about backlog tests for a particular group","smrpt.pbl","r_backlog_report_g",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Backlog Report G"
"R_BACKLOG_REPORT_S","SampleManager composite report to display a details about backlog tests for a particular analysis","smrpt.pbl","r_backlog_report_s",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Backlog Report S"
"R_BACKLOG_REPORT_SG","SampleManager composite report to display a details about backlog tests for a particular analysis and group","smrpt.pbl","r_backlog_report_sg",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Backlog Report Sg"
"R_BACKLOG_SAMPLES","SampleManager report to display the details of backlog samples for an analysis","smrpt.pbl","r_backlog_samples",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Backlog Samples"
"R_ACTIVE_SAMPLES","SampleManager Active Samples Report","smrpt.pbl","r_active_samples",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Active Samples"
"R_BACKLOG_SAMPLES_GROUP","SampleManager report to display the details of backlog samples for a particular group and analysis","smrpt.pbl","r_backlog_samples_group",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Backlog Samples Group"
"R_BACKLOG_SUMMARY_ALL","SampleManager report to display a summary of backlog samples for all groups and analyses. This includes the page numbering.","smrpt.pbl","r_backlog_summary_all",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Backlog Summary All"
"R_BACKLOG_SUMMARY_ANALYSIS","SampleManager report to display a summary of backlog samples for an analysis. This includes the page numbering.","smrpt.pbl","r_backlog_summary_analysis",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Backlog Summary Analysis"
"R_BACKLOG_SUMMARY_ANALYSIS_GRO","SampleManager report to display a summary of backlog samples for a group and an analysis. This includes the page numbering.","smrpt.pbl","r_backlog_summary_analysis_group",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Backlog Summary Analysis Gro"
"R_TRANSACTION_INTERVAL_COMPOSI","SampleManager report to display all transactions that occured within a specified date range.","smrpt.pbl","r_transaction_interval_composite",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Transaction Interval Composi"
"R_UNCOMPLETED_SAMPLES","SampleManager report lists of all uncompleted samples for every sampling point.","smrpt.pbl","r_uncompleted_samples",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Uncompleted Samples"
"R_WORKSHEET","This prints the header on an analysis worksheet","smrpt.pbl","r_worksheet",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Worksheet"
"SAMPLE_REP","Sample Report ($GENRESLIS)","smrpt.pbl","r_genreslis",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","Sample Rep"
"R_TRANSACTIONS_INTERVAL_AUDIT","SampleManager report body of the composite report. This contains the select statement to retrieve the correct data.","smrpt.pbl","r_transactions_interval_audit",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Transactions Interval Audit"
"R_OPERATOR_ID_AUDIT_HEADER","SampleManager header report for the operator identity audit report","smrpt.pbl","r_operator_id_audit_header",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Operator Id Audit Header"
"R_OPERATOR_INTERVAL_AUDIT","SampleManager report to display transactions for an employee between two specified dates.","smrpt.pbl","r_operator_interval_audit",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Operator Interval Audit"
"R_OPERATOR_INTERVAL_COMPOSITE","SampleManager report for employee interval audits which includes the report title and a footer line.","smrpt.pbl","r_operator_interval_composite",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Operator Interval Composite"
"R_OPERATOR_LOADING","SampleManager Operator Loading Report. This report selects all samples which are not Completed, Authorised, or Cancelled that have been assigned to a specific operator.","smrpt.pbl","r_operator_loading",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Operator Loading"
"R_OP_APPROVAL_LIST","SampleManager report for the operator approval list option. Displays approval details for all approved operators.","smrpt.pbl","r_op_approval_list",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Op Approval List"
"R_OP_APPROVAL_PRINT","SampleManager report for the operator approval print option. Displays approval details for a given operator.","smrpt.pbl","r_op_approval_print",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Op Approval Print"
"R_OUTSTANDING","SampleManager OutStanding Samples Report. This report selects all samples which are Received but not yet Completed, Authorised, or Cancelled that have logged on the system for more than 14 days..","smrpt.pbl","r_outstanding",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Outstanding"
"R_OVERDUE","SampleManager Overdue Samples Report.","smrpt.pbl","r_overdue",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Overdue"
"R_SAMPLES_BY_CUSTOMER","Print a list of samples for a specified customer","smrpt.pbl","r_samples_by_customer",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Samples By Customer"
"R_SAMPLES_BY_INSTRUMENT","Print a list of samples by a specified Instrument","smrpt.pbl","r_samples_by_instrument",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Samples By Instrument"
"R_SAMPLES_BY_JOB","SampleManager tracking report. Lists all samples for a specific job","smrpt.pbl","r_samples_by_job",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Samples By Job"
"R_SAMPLES_BY_LOCATION","Print a list of samples by a specified Location","smrpt.pbl","r_samples_by_location",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Samples By Location"
"R_SAMPLES_BY_STATUS","SampleManager report to list tests assigned to an individual sample.","smrpt.pbl","r_samples_by_status",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Samples By Status"
"R_SAMPLES_WAITING_AUTH","Reports on all the samples where the status is ""C"" Completed but not yet ""A"" Authorised","smrpt.pbl","r_samples_waiting_auth",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Samples Waiting Auth"
"R_SAMPLE_PREP_WORKSHEET","SampleManager sample preparation worksheet report","smrpt.pbl","r_sample_prep_worksheet",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Sample Prep Worksheet"
"R_SAMPLE_WORKSHEET","SampleManager sample worksheet report","smrpt.pbl","r_sample_worksheet",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Sample Worksheet"
"R_STANDARD_VERSIONS","SampleManager report to list details of standards and any assoiciated versions.","smrpt.pbl","r_standard_versions",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Standard Versions"
"R_SUMMARY_ALL_WKS","SampleManager summary of all active worksheets in the database","smrpt.pbl","r_summary_all_wks",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Summary All Wks"
"R_SUMMARY_SAMPLE_WKS","SampleManager summary of active sample worksheets","smrpt.pbl","r_summary_sample_wks",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Summary Sample Wks"
"R_SUMMARY_SAMP_PREP_WKS","SampleManager summary of active sample preparation worksheets","smrpt.pbl","r_summary_samp_prep_wks",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Summary Samp Prep Wks"
"R_SUMMARY_TEST_PREP_WKS","SampleManager summary of active test preparation worksheets","smrpt.pbl","r_summary_test_prep_wks",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Summary Test Prep Wks"
"R_SUMMARY_TEST_WKS","SampleManager summary of active test worksheets","smrpt.pbl","r_summary_test_wks",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Summary Test Wks"
"R_SUMMARY_USER_DEFINED_WKS","SampleManager summary of all user defined worksheets in the database","smrpt.pbl","r_summary_user_defined_wks",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Summary User Defined Wks"
"R_SUSPENDED","SampleManager Suspended Samples Report.","smrpt.pbl","r_suspended",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Suspended"
"R_TABLE_ID_AUDIT","SampleManager report to print all audit transactions , events and data for a given table.","smrpt.pbl","r_table_id_audit",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Table Id Audit"
"R_TABLE_ID_AUDIT_COMPOSITE","SampleManager audit report to display all transactions carried out on any given table.","smrpt.pbl","r_table_id_audit_composite",,,"1","TRUE",,"TRUE"," 17-10-2008 11:46:53.00","BATCH","FALSE","R Table Id Audit Composite"
"QC_MICRO_VIV_ENDO2","Micro Endotoxin Vivitrol Label","labels.pbl","qc_micro_viv_endo2",,,"1","FALSE",,"TRUE"," 21-06-2017 15:00:36.13","KEENANNE","FALSE","Qc Micro Viv Endo2"
